,titre_film,utilisateur_note,genres_liste,duree,id_film,nbre_utilisateur_note,date_sortie,date_ext
9063,The Unaccompanied Runaways,,Drama  Thriller,96,tt7216550,,(2018),"October 31, 2018"
9064,Finding GrassMan,,Horror,60,tt4404206,,(2018),"October 31, 2018"
9065,East Plains: Get Out!,7.2,Comedy,,tt3867436,8,(2018),"July 13, 2018"
9066,Whitney Woerz: Love Me Not,,,,tt8947842,,(2018),"September 15, 2018"
9067,RiffTrax: Star Wars: The Last Jedi,4.5,Action  Sci-Fi  Comedy,,tt11563030,26,(2018),"May 4, 2018"
9068,Consequencez,,Comedy,,tt6843854,,(2018),"September 18, 2018"
9069,A Hard Working Man,,Comedy  Drama,45,tt7709376,,(2018),"September 18, 2018"
9070,Clouds,5.8,Comedy,,tt7712766,11,(2018),"October 29, 2018"
9071,Rage,,Drama,127,tt14554132,,(VI) (2018),"October 29, 2018"
9072,Eight,8.5,Thriller,88,tt9872052,9,(V) (2018),"October 29, 2018"
9073,Night Swim,,Thriller,,tt7300624,,(II),"July 6, 2018"
9074,I nostri passi diversi,,Comedy,,tt8677042,,(2018),"June 20, 2018"
9075,Bored in the U.S.A.,6.8,Drama,82,tt8661030,24,(2018),"July 27, 2018"
9076,Pinda Wale,,Drama,,tt8983186,,(2018),"October 6, 2018"
9077,Sooner Than Now,,Drama,80,tt7332932,,(2018),"October 3, 2018"
9078,Ticket,,Mystery,89,tt8391544,,(2018),"July 10, 2018"
9079,Mane No.67,,Horror,,tt9052882,,(2018),"September 21, 2018"
9080,A Rose for Freddy,,Drama,101,tt15858464,,(2018),"August 10, 2018"
9081,I nyhta t' Agi' Antoni [Makronisos V11],7.8,Drama,70,tt8086090,6,(2018),"March 2, 2018"
9082,"Yakyûbuin, Engeki no Butai ni tatsu!",,Drama,102,tt7529654,,(2018),"February 24, 2018"
9083,Reel Dead,5.4,Horror,72,tt9465812,9,(2018),"November 16, 2018"
9084,The Focusing Effect,4.4,Comedy  Drama  Horror,70,tt8971216,21,(2018),"October 5, 2018"
9085,Feast of Love,,Drama,177,tt16386590,,(2018),"August 29, 2018"
9086,Porte sans clef,,Drama,79,tt8658888,,(2018),"June 19, 2019"
9087,Last Campsite,,Thriller,,tt7627800,,(2018),"June 19, 2019"
9088,Sisters,,Comedy,,tt7326798,,(IV) (2018),"May 27, 2018"
9089,Bilathikuzhal,,Drama,104,tt15257670,,(2018),"June 6, 2018"
9090,War Commanders,,,,tt10473446,,(2018),"February 22, 2018"
9091,Dead Quiet,,Drama,,tt8766840,,(II) (2018),"July 16, 2018"
9092,Papas,,Drama,152,tt9332608,,(2018),"November 23, 2018"
9093,Olvidate Da Link,,,,tt10499494,,(2018),"April 6, 2018"
9094,Sea Opening,,Drama,117,tt7290716,,(2018),"April 6, 2018"
9095,Jhangadgutta,,Comedy,,tt8764126,,(2018),"September 21, 2018"
9096,The Tutor II: League of Kings,,Action  Adventure  Fantasy,86,tt7755880,,(2018),"September 19, 2018"
9097,Afterthought,,Drama,,tt7761458,,(I) (2018),"September 7, 2018"
9098,L'arrivée d'un typhon: A Typhoon Is Coming,,Comedy  Drama  Romance,,tt4618812,,(2018),"December 30, 2018"
9099,Paranoia Tapes 4: Kennel House,4.1,Horror,78,tt7901274,24,(2018),"December 26, 2018"
9100,xin yang zhe,,War,104,tt9501234,,(2018),"August 24, 2018"
9101,Harvey the Great,,Action  Adventure  Comedy,60,tt3829812,,(2018),"January 1, 2018"
9102,Three-Sixty (360),,Action  Crime  Drama,,tt6984708,,,"March 16, 2018"
9103,Content of Character: Diary of a Young Black Girl,,Biography  Drama  History,120,tt9043608,,(2018),"September 1, 2018"
9104,44 Days,,Drama  War,76,tt9614898,,(II) (2018),"April 6, 2018"
9105,Torn Apart,,Drama  Thriller,,tt8571938,,(III),"December 27, 2018"
9106,Vaginator: Dawn of the Bitches,,Action  Comedy  Sci-Fi,49,tt13654580,,(2018),"January 11, 2018"
9107,Odisseya Petra,,Drama  Family,75,tt14698216,,(2018),"August 14, 2018"
9108,Ye Hai Gudgudee Zindagi Ki,,Comedy,102,tt8422866,,(2018),"June 15, 2018"
9109,Imperilment,,Drama,,tt7674530,,(2018),"July 1, 2018"
9110,Libera,5.3,Comedy,70,tt7412802,7,(2018),"May 5, 2018"
9111,Maya Bhavanam,,Drama,,tt12881040,,(2018),"July 20, 2018"
9112,Wen Chaorong,,,,tt10449056,,(2018),"June 20, 2018"
9113,Thread of Love,,Family,,tt13045048,,(2018),"July 30, 2018"
9114,SuperMarioLogan: Infinity War,7.3,Action,93,tt8227484,12,(2018),"April 27, 2018"
9115,Vechnaya zhizn Aleksandra Khristoforova,6.0,Comedy,104,tt8234866,171,(2018),"October 18, 2018"
9116,Idra,,Drama,,tt9053428,,(2018),"September 26, 2018"
9117,Zhivi komini,6.6,Drama,121,tt9244706,43,(2018),"January 10, 2020"
9118,"I, Matter",,Drama,65,tt5097570,,(2018),"January 10, 2020"
9119,On the Rocks,,Drama,,tt12120720,,(2018),"November 9, 2018"
9120,Nelluri Pedda Reddy,,Romance,122,tt8145130,,(2018),"July 7, 2018"
9121,Caught Up: A 2 Fold Meaning,,Drama,,tt6618608,,,"March 17, 2018"
9122,Naaku Manasundhe,,,,tt9558592,,(2018),"January 1, 2018"
9123,Interconnect,,Drama,83,tt5302556,,(2018),"January 1, 2018"
9124,Jejak Cinta,,Drama,100,tt8847384,,(2018),"September 6, 2018"
9125,The Haunted House,,Horror,,tt7305174,,(2018),"October 25, 2018"
9126,Half-Quaked,,Comedy,,tt7653900,,(2018),"August 2, 2018"
9127,Crimson Noir,,Action  Crime  Mystery,95,tt4660378,,(2018),"August 2, 2018"
9128,IPC Section: Bharya Bandhu,4.0,Drama,109,tt10467508,8,(2018),"June 29, 2018"
9129,Chirp,,Drama,69,tt8495708,,(I) (2018),"May 27, 2018"
9130,Like Stones,,Drama,,tt6804180,,(2018),"February 1, 2018"
9131,Wozzeck,,Music  Drama,106,tt11929916,,(2018),"August 31, 2018"
9132,The Karma,,Action,,tt8677038,,(2018),"August 31, 2018"
9133,Aghora: The Deadliest Blackmagic,7.4,Horror,,tt7865612,12,(2018),"March 1, 2018"
9134,Cancombe Lady Comedy Improv Sketch,,Comedy,,tt6436786,,(2018),"March 2, 2018"
9135,Legacy,,Action,,tt7070552,,(II) (2018),"August 15, 2018"
9136,Pieces of Osiris,,Action  Crime  Mystery,,tt7396474,,(2018),"March 1, 2018"
9137,Reconnaissance,,Biography  Drama  History,88,tt9024264,,(2018),"July 31, 2018"
9138,Mr LLB,,Comedy,127,tt12743546,,(2018),"February 16, 2018"
9139,Parashat Onkelos,,Action  Drama,74,tt12892286,,(2018),"September 10, 2018"
9140,Ilaaka Kishorganj,6.7,Action  Thriller,,tt7997292,20,(2018),"September 12, 2018"
9141,Conejos Asesinos,,Sci-Fi  Thriller,,tt7600400,,(2018),"June 10, 2018"
9142,Yêu Em Tu Khi Nào,,Comedy  Romance,74,tt10917434,,(2018),"February 9, 2018"
9143,Everyone I Knew and Loved,,Drama,100,tt5958390,,(2018),"February 7, 2018"
9144,Ignacio de Loyola,,,,tt10500326,,(2018),"August 9, 2018"
9145,Never Be Content,,Comedy,94,tt8992788,,(2018),"August 22, 2018"
9146,Gamble,,Drama,,tt22029334,,(II) (2018),"January 29, 2018"
9147,Janmo Na Bandhan,,Drama,127,tt14463012,,(2018),"May 11, 2018"
9148,Qisti Beyugani,4.4,Comedy,110,tt12455502,37,(2018),"April 4, 2018"
9149,Baby Hazel Snow White Story (Part 1 & 2),,Animation,58,tt9630184,,(2018),"November 3, 2018"
9150,Kazakh Business in Africa,,Comedy,86,tt19731660,,(2018),"December 27, 2018"
9151,Kada River,,Drama  History  Thriller,105,tt6714638,,(2018),"June 2, 2018"
9152,John Faust,,Crime  Horror  Thriller,,tt3596374,,(2018),"May 25, 2018"
9153,Our Madness,5.9,Drama,88,tt8630952,27,(2018),"December 6, 2018"
9154,Dare ni demo iyarashii himitsu ga aru,,,,tt9525682,,(2018),"July 27, 2018"
9155,Shadowlands,,,,tt10662012,,(2018),"October 29, 2018"
9156,What Love Feels Like,,Drama  Music  Romance,340,tt8056150,,(2018),"May 10, 2018"
9157,Election Shuffle,,Family,,tt7093966,,(2018),"December 1, 2018"
9158,"Faust, a return from the future remastered",,Drama  Music  Musical,80,tt8079508,,(2018),"January 8, 2018"
9159,Rihaa,,Thriller,,tt16393474,,(2018),"September 21, 2018"
9160,Kudalar,,Comedy,,tt18815772,,(2018),"December 27, 2018"
9161,Behind the Mask,,Comedy  Drama,91,tt7558860,,(2018),"September 20, 2018"
9162,Waras,,Drama,,tt8427490,,(2018),"September 21, 2018"
9163,The Plague 3: The Road's End,4.6,Horror,76,tt9153006,47,(2018),"October 20, 2018"
9164,Bayangaramana Aalu,,Thriller,123,tt9466386,,(2018),"December 14, 2018"
9165,Beyond the Valley of Belief Volume 2: Fritz on the Run,,Comedy,72,tt8638648,,(2018),"October 6, 2018"
9166,The Decision Line,,Action,81,tt5040442,,(2018),"October 6, 2018"
9167,CenterLine,,Crime  Drama  Sci-Fi,71,tt8439380,,(2018),"June 6, 2018"
9168,Le serpent de bronze,,Drama,100,tt21906888,,(2018),"August 16, 2018"
9169,North of Blue,6.1,Animation,61,tt7238370,10,(2018),"June 11, 2018"
9170,Life After,,Drama,100,tt8820190,,(III) (2018),"December 1, 2018"
9171,Rowdy & Kane,,Comedy,,tt7875014,,(2018),"January 26, 2018"
9172,Little Spoon,,Comedy,,tt8178198,,(2018),"June 6, 2018"
9173,Ganu,,Drama,,tt8766972,,(2018),"August 24, 2018"
9174,You're the Only One,,Romance,118,tt7310268,,,"May 11, 2018"
9175,Mr. Presto,8.1,Comedy,111,tt9080710,25,(2018),"October 5, 2018"
9176,Mukyamantri Kaladodnappo,,Drama,116,tt13731930,,(2018),"March 23, 2018"
9177,Child of the Kingdom,,Drama,88,tt10471750,,(2018),"May 5, 2018"
9178,Pacific Angels,,Drama,117,tt8610430,,(2018),"August 19, 2018"
9179,The Matter of Ronnie Goldblatt,,Comedy  Drama  Romance,60,tt5938572,,(2018),"November 23, 2018"
9180,Bo McGraw & The Legend of the Alabama Bigfoot,,Comedy,73,tt8420254,,(2018),"February 24, 2018"
9181,Pondemonium 3,2.8,Animation,68,tt8426112,27,(2018),"November 13, 2018"
9182,Happy Mail,,Drama  Romance,85,tt8598552,,(2018),"August 25, 2018"
9183,Dalian Yifang vs Guangzhou Evergrande,,Action,,tt13654694,,(2018),"May 5, 2018"
9184,Khuje Berai Taare,,Drama,122,tt8489848,,(2018),"May 25, 2018"
9185,El llanto,,Drama,72,tt9243406,,(2018),"November 13, 2018"
9186,EFG Live @ W Hollywood,,Music,82,tt11202454,,(2018),"July 17, 2018"
9187,Nice Guy Julio,,Drama,70,tt5668040,,(2018),"April 1, 2018"
9188,Home Early,,Drama  Horror,,tt8806292,,(2018),"August 30, 2018"
9189,Nervarennu Immani Cherinjoo.. Taa..,,Drama  Romance,126,tt9372978,,(2018),"November 30, 2018"
9190,Life,,Comedy,119,tt6080038,,(I) (2018),"August 30, 2018"
9191,Summer of Hope,,Drama,,tt4024956,,(2018),"May 31, 2019"
9192,Die Abenteuer des Tiberius von Hadern,,Comedy,60,tt10127790,,(2018),"September 30, 2018"
9193,Into the Alternate,,Sci-Fi,78,tt8282980,,(2018),"November 15, 2018"
9194,Ein Anderer,,Drama,100,tt7245394,,(2018),"August 24, 2018"
9195,Giri,,Action,,tt7127186,,,"October 6, 2018"
9196,The Experiment,7.6,Comedy  Romance,,tt8373650,9,(II) (2018),"May 2, 2018"
9197,"Ni le jour, ni la nuit",,Drama,56,tt8919484,,(2018),"March 17, 2018"
9198,Aaru Mudhal Aaru Oru Iravu,,Drama,,tt8458764,,(2018),"May 11, 2018"
9199,Intercity,2.2,Action  Drama  Sci-Fi,50,tt8067016,10,(2018),"November 6, 2018"
9200,Man,,Action  Crime  Drama,98,tt8061078,,(I) (2018),"April 1, 2018"
9201,A fight to live 2,,Drama,,tt12491528,,(2018),"January 1, 2018"
9202,A Thin Life,,Comedy,75,tt0111414,,(2018),"January 1, 2018"
9203,Tinta Azul,,Drama,,tt6535068,,(2018),"June 30, 2018"
9204,TeleviZion,7.6,Action  Comedy  Fantasy,60,tt8220556,42,(2018),"June 30, 2018"
9205,The Cord,,Drama,115,tt7884844,,(2018),"March 23, 2018"
9206,He Be She Be,,Comedy,,tt8308658,,(2018),"May 1, 2018"
9207,Angry Family,,Drama,127,tt14462988,,(2018),"April 27, 2018"
9208,Derailed,,Drama,76,tt6877488,,(2018),"April 27, 2018"
9209,Zhan Du Xiao,5.4,Action  Thriller  War,85,tt7779524,300,(2018),"October 26, 2018"
9210,Endless Night,,Drama,,tt15397712,,(2018),"December 17, 2018"
9211,Akemarropa,4.7,Drama,93,tt8269126,20,(2018),"December 17, 2018"
9212,A Tale of a Day & a Night,,Crime  Drama  Mystery,117,tt9413906,,(2018),"November 18, 2018"
9213,Pretty Guardian Sailor Moon: The Musical,,,,tt10505028,,(2018),"April 5, 2018"
9214,The Snow Maiden,,Family,75,tt9543936,,(2018),"December 13, 2018"
9215,Tiny Terrors,,Horror,70,tt8115014,,(2018),"May 18, 2018"
9216,7 Days Berlin,,Drama  Thriller,,tt4857610,,,"March 28, 2018"
9217,Víctima potencial,6.8,Fantasy,65,tt10933674,8,(2018),"November 29, 2018"
9218,Napoléon en apparte,4.4,Comedy  Drama  Music,80,tt8451844,15,(2018),"June 8, 2018"
9219,Powerless Federal Agent 8,,Animation,,tt7488502,,(2018),"June 25, 2018"
9220,The Last Shout,,Drama,,tt7415022,,,"December 13, 2018"
9221,Foster Home Seance,2.8,Horror,80,tt9184150,71,(2018),"December 13, 2018"
9222,Lobi Kuna: The Day Before Yesterday/The Day After Tomorrow,,,46,tt8068954,,(2018),"January 7, 2018"
9223,Esniff,,Action,,tt8168818,,(2018),"January 16, 2018"
9224,BackFire,5.7,Action,,tt6976176,6,(2018),"February 1, 2018"
9225,Conundrum!,,Comedy,75,tt5650436,,(2018),"April 1, 2018"
9226,Departure along the Sea,,,,tt10497950,,(2018),"October 15, 2018"
9227,Slumber Still: Out of Light,,Horror,52,tt9118746,,(2018),"October 28, 2018"
9228,Flame,,Drama,98,tt17346312,,(2018),"August 20, 2018"
9229,Brutal Bigfoot Encounters: Mutilations and Mutations,,Horror,77,tt21441218,,(2018),"August 28, 2018"
9230,Hrudayat Something Something,6.8,Comedy,,tt10087396,12,(2018),"October 5, 2018"
9231,Red House Rising,,Drama,,tt8106458,,(2018),"September 18, 2018"
9232,Boy,,Drama,,tt8054902,,(IV),"October 19, 2018"
9233,Dan and Dana Presents: How to Get Sex in America,,Comedy,,tt7532502,,(2018),"March 16, 2018"
9234,Peperempe,,Comedy,109,tt16276900,,(2018),"July 13, 2018"
9235,Junior Chainz,6.2,Romance,92,tt6375006,9,(2018),"April 14, 2018"
9236,Mahoora,4.7,Drama  Romance  War,102,tt7901840,138,(2018),"October 3, 2018"
9237,Infiltrated,,Action,112,tt15486916,,(2018),"February 12, 2018"
9238,Kattu Paya Sir Intha Kaali,3.0,Action  Crime  Drama,,tt8970208,5,(2018),"August 3, 2018"
9239,Yesterday,6.2,Drama,,tt7402432,9,(V) (2018),"October 6, 2018"
9240,Fatherhood,,Action  Crime  Drama,,tt7134746,,(II) (2018),"June 17, 2018"
9241,Super Bear,,,,tt10449282,,(2018),"October 4, 2018"
9242,Shgaltana Arjantenia,,,,tt10473408,,(2018),"March 8, 2018"
9243,Arte Factum: Legends,,Drama  Horror  Sci-Fi,,tt7713388,,(2018),"January 5, 2018"
9244,P.A.I.N.,5.8,Fantasy,56,tt5938476,6,(2018),"February 14, 2018"
9245,The 5th Dimension,,,,tt10500500,,(2018),"January 26, 2018"
9246,Not a Game,7.0,Drama,95,tt14637704,7,(2018),"January 26, 2018"
9247,May '68: As Witnessed by the Police,,History,52,tt8781530,,(2018),"March 28, 2018"
9248,Bidhi ke Bidhan,,Action,145,tt8291230,,(2018),"July 27, 2018"
9249,Gorg Bazi,4.9,Drama  Horror  Mystery,90,tt9297754,317,(2018),"October 24, 2018"
9250,If These Walls Could Talk - The Stage Play,,Family,120,tt17544782,,(2018),"July 21, 2018"
9251,Wxw: Back To The Roots XVII,,Sport,,tt7999860,,(2018),"January 25, 2018"
9252,Humains,,Drama,,tt8264482,,(2018),"May 1, 2018"
9253,Pneuma,,Drama,81,tt4952792,,(2018),"April 20, 2018"
9254,Bai men wu jia,5.1,Action  Fantasy  History,73,tt11780762,21,(2018),"January 26, 2018"
9255,Moya zhizn,4.6,Drama  Romance,94,tt9127192,14,(2018),"May 31, 2018"
9256,Deadliest Men Alive,,Action  Comedy,,tt7886504,,(2018),"June 1, 2018"
9257,The Z Triangle,,Drama  Horror  Thriller,120,tt7646582,,(2018),"August 18, 2018"
9258,Mattie: The Discovery,6.6,Drama  Fantasy,90,tt7108024,11,(2018),"February 15, 2018"
9259,Winter in my heart,,,,tt10473464,,(2018),"September 12, 2018"
9260,Fôlego,,Drama,85,tt8727256,,(2018),"July 29, 2018"
9261,Lift,6.5,Drama,95,tt10567498,8,(IV) (2018),"October 11, 2018"
9262,Ranarangam,,Action,128,tt14925542,,(2018),"October 11, 2018"
9263,Hippopoetess,6.2,Animation,53,tt9222252,7,(2018),"October 4, 2018"
9264,Moan,8.3,Drama,124,tt10433378,7,(2018),"October 26, 2018"
9265,Kejal,6.7,Drama,78,tt9357044,13,(2018),"November 29, 2018"
9266,Youth Condemn,,Adventure  Comedy  Drama,48,tt6941770,,(2018),"October 11, 2018"
9267,Rok Sako To Rok Lo,5.3,Comedy  Romance,,tt10230042,11,(II) (2018),"November 15, 2018"
9268,Glaza i mir. Chast 1,1.2,Drama,90,tt8313262,31,(2018),"November 15, 2018"
9269,The Bastard Son of Hollywood,,Comedy  Crime  Drama,105,tt7953652,,(2018),"June 1, 2018"
9270,Love story in XiangXi,,Drama,99,tt10628132,,(2018),"May 7, 2018"
9271,Paint the Eyes First,,Drama,,tt6482148,,(2018),"May 7, 2018"
9272,SA Girl,,Crime,,tt8386758,,(2018),"August 31, 2018"
9273,Prince E. Mayes-Sullivan's My Best Friend's Man,,Comedy,,tt5765640,,(2018),"December 7, 2018"
9274,Chain Jayapal,,,,tt8715016,,(2018),"February 25, 2018"
9275,Only at Divas,,Comedy,,tt8188648,,(2018),"July 29, 2018"
9276,O Manasa,,,,tt7770200,,(2018),"February 2, 2018"
9277,For Molly,7.4,Drama,,tt8900116,9,(2018),"February 2, 2018"
9278,An Ordinary Man,,,,tt10499468,,(2018),"December 27, 2018"
9279,Hidden Treasures in the Mountain,5.4,Comedy  Drama,113,tt9652984,12,(2018),"September 7, 2018"
9280,The (Other) One,,Comedy,,tt8661230,,(2018),"September 7, 2018"
9281,H20: Hardcore Halloween,,Sport,,tt11975800,,(2018),"October 31, 2018"
9282,G&G,,Fantasy,,tt7300392,,(2018),"May 1, 2018"
9283,Surf This Love: Gelora Juara,7.6,Comedy  Romance,103,tt8343884,7,(2018),"February 22, 2018"
9284,Kurzal 388,,,,tt7131800,,(2018),"December 9, 2021"
9285,Technology,,Fantasy,73,tt3951826,,(2018),"May 11, 2018"
9286,Killungard,7.0,Horror,,tt5108854,5,(2018),"November 23, 2018"
9287,Contra El Tiempo,,Action,,tt8736062,,(2018),"June 20, 2018"
9288,Bound and Beautiful Married Woman Wet Rope Lust,,Action,120,tt10986854,,(2018),"August 30, 2018"
9289,Look at That Boy,,Drama,,tt7150134,,,"July 14, 2018"
9290,After Sun Sets,,Action  Horror,,tt19896966,,(2018),"November 8, 2018"
9291,"Damn You, Roland Ruby!",,Comedy,115,tt10771518,,(2018),"November 8, 2018"
9292,Vivas,,Comedy,,tt7155182,,(2018),"January 6, 2018"
9293,Lone,,Thriller,105,tt7085440,,(2018),"January 6, 2018"
9294,Old Man of the Rooks,7.4,Horror,,tt7713308,8,(2018),"January 6, 2018"
9295,Boomerang,,Drama,76,tt11428618,,(VII) (2018),"January 6, 2018"
9296,The Problem of Evil,,Drama  Thriller,99,tt8708180,,(2018),"May 18, 2018"
9297,I Will,,Drama,76,tt7558876,,(2018),"December 11, 2018"
9298,Dr. Phlill,,Comedy,,tt8809630,,(2018),"August 6, 2018"
9299,Mitra,6.1,Musical,83,tt9030752,8,(2018),"March 3, 2020"
9300,Before the Ferry Arrives,,Animation  Comedy  Sci-Fi,85,tt13136954,,(2018),"October 18, 2018"
9301,Never G0 Back,,Horror,,tt7585378,,,"February 2, 2018"
9302,Landrauschen,6.5,Drama,102,tt6394432,82,(2018),"July 19, 2018"
9303,Donor,5.6,Action,95,tt7649896,9,(2018),"January 4, 2018"
9304,Rules for Retrogrades,,Talk-Show,,tt12559238,,(2018),"October 24, 2018"
9305,Love vai Friendship,,Romance,,tt9281398,,(2018),"February 16, 2018"
9306,Plastic Surgery Capital of the World,6.6,,59,tt7919838,13,(2018),"January 17, 2018"
9307,Get Outta Here!,,Action  Comedy,150,tt7995756,,(2018),"February 11, 2018"
9308,Multoboz,,,,tt10520894,,(2018),"July 19, 2018"
9309,The Bad Ex-girlfriends,,Comedy,,tt11015020,,(2018),"June 4, 2018"
9310,Ills of Society,,Drama,99,tt10794648,,(2018),"April 27, 2018"
9311,I Don't Believe in Ghosts,8.2,Thriller,80,tt3661572,7,(2018),"June 20, 2018"
9312,Eldfim Ást,,,,tt10521338,,(2018),"January 5, 2018"
9313,The Albanian Recruit,6.6,Crime  Drama,72,tt6965440,11,(2018),"April 20, 2018"
9314,Idled,4.6,Comedy  Drama,74,tt3415354,33,(2018),"November 6, 2018"
9315,La Version nouvelle,5.8,Drama  Mystery,70,tt6969764,13,(2018),"November 6, 2018"
9316,E.V.I.E.,,Thriller,,tt7450964,,,"September 6, 2019"
9317,The Forgotten Island,,Drama,60,tt10635054,,(2018),"June 1, 2018"
9318,Scarlet Cay,,Comedy  Horror,88,tt9242928,,(2018),"October 29, 2018"
9319,Shi Gong Xiang Mo,,Action  Comedy,64,tt11433662,,(2018),"January 11, 2018"
9320,The Bystander,,,81,tt10462836,,(2018),"March 23, 2018"
9321,The Strange Story: Extortion 17,,,,tt6810088,,(2018),"January 1, 2018"
9322,Argentina Animada,,Animation,,tt9529554,,(2018),"October 18, 2018"
9323,6 meglio di me,,Comedy  Family  Romance,88,tt8998618,,(2018),"September 2, 2018"
9324,Krantisurya Babasaheb 2018,7.6,Biography,105,tt16120744,5,(2018),"April 14, 2018"
9325,Hell,,Adventure  Fantasy  Horror,61,tt8784464,,(2018),"July 13, 2018"
9326,Creep,,Drama,,tt7340080,,(I) (2018),"January 1, 2018"
9327,"Claude François, le dernier pharaon",,Biography,,tt8785062,,(2018),"September 8, 2018"
9328,Public Servants,,Action  Thriller,,tt8581670,,(2018),"January 20, 2018"
9329,The Rotation,,Comedy  Drama,,tt7949256,,(2018),"June 15, 2018"
9330,Skull Rock,,Western,29,tt7042588,,(2018),"May 11, 2018"
9331,Heroes (of a new Generation),,Action,,tt9407630,,(2018),"October 22, 2018"
9332,Hypnosis to be happy,4.6,Drama,75,tt8266724,6,(2018),"December 14, 2018"
9333,Seven Days in July,,Comedy  Drama,,tt6765262,,(2018),"January 1, 2018"
9334,Wahana Rumah Hantu,2.5,Adventure  Horror,115,tt9215272,10,(2018),"November 8, 2018"
9335,Santakavi Kanakadasara Ramadhanya,,History,143,tt13746156,,(2018),"May 25, 2018"
9336,Preminche Panilo Vunna,,,,tt7770228,,(2018),"February 9, 2018"
9337,Bondhu Othoba Bonduker Golpo,,Drama,,tt21917178,,(2018),"January 6, 2018"
9338,Nouhe Doesn't Know How to Swim,,Drama,,tt6679666,,(2018),"April 11, 2018"
9339,Amizade,,Action,,tt13944702,,(2018),"December 7, 2018"
9340,Nje Tregim Prishtine,8.5,Drama,85,tt6599440,82,(2018),"July 20, 2018"
9341,Mundal,,Drama,144,tt8333944,,(2018),"October 19, 2018"
9342,When the Well Runs Dry,,Drama,72,tt6986902,,(2018),"December 14, 2018"
9343,Arts Alive 2017,,Comedy  Drama  Music,,tt8085168,,(2018),"March 10, 2018"
9344,Must Love Horror,2.4,Comedy  Horror,90,tt3177320,20,(2018),"March 14, 2018"
9345,An Island Named Desire,,Comedy  Romance,,tt7479362,,(2018),"December 11, 2018"
9346,A Film of Cinema,,Action  Adventure  Comedy,84,tt7216748,,(2018),"February 3, 2018"
9347,Aye Sanam Tere Liye,,Romance,,tt7497346,,(2018),"January 12, 2018"
9348,Wicchi fuwicchi,,,78,tt7963186,,(2018),"February 24, 2018"
9349,Bhoga Khidikee,,Drama,,tt9828912,,(2018),"November 25, 2018"
9350,La noche nos lleva,,Drama,,tt9084964,,(2018),"September 21, 2018"
9351,Reveries,5.8,Drama,,tt8432678,8,(I) (2018),"May 5, 2018"
9352,Memoirs of 4,,Drama,,tt19877286,,(2018),"February 23, 2018"
9353,Who is the Champion?,,Action  Drama,118,tt13336014,,(2018),"December 6, 2018"
9354,Illusions of Cyn,,Drama,88,tt4916914,,(2018),"February 23, 2018"
9355,Kiss dekiru Gyôza,5.9,Drama  Romance,100,tt7188948,45,(2018),"June 22, 2018"
9356,Quién lo impide: Tú también lo has vivido,6.9,,52,tt9266492,11,(2018),"June 20, 2018"
9357,Vinai Ariyar,,Drama,,tt9536822,,(2018),"October 26, 2018"
9358,Hope,,Horror  Mystery  Thriller,54,tt8434266,,(IX) (2018),"December 5, 2018"
9359,Ek Kassh,,Drama  Sci-Fi,52,tt12539226,,(2018),"May 6, 2018"
9360,Mr. Sawed-Off - Throttle,,Music,,tt10716982,,(2018),"January 26, 2018"
9361,The Horror at Gallery Kay,4.8,Drama  Fantasy  Horror,79,tt6839750,50,(2018),"January 26, 2018"
9362,Love in the First,,Romance,,tt17001468,,(2018),"April 17, 2018"
9363,Paige Howard,,Drama,,tt9128318,,(2018),"December 24, 2018"
9364,Seyal,,Family,130,tt8435334,,(2018),"June 18, 2018"
9365,I'd prefer your problems princess,4.0,Comedy,100,tt8703026,15,(2018),"July 10, 2018"
9366,The Lotus Flower Lake Tale,,Drama  Family,,tt7030980,,(2018),"October 2, 2018"
9367,Rajja Rani,7.7,Romance,138,tt7819598,26,(2018),"January 5, 2018"
9368,Belly of the Whale,5.0,Comedy,86,tt9210344,11,(2018),"October 30, 2018"
9369,Soul Searching,,Comedy  Fantasy  Horror,,tt8933590,,(I) (2018),"February 2, 2018"
9370,Theory,,Crime  Mystery  Thriller,107,tt8783334,,(2018),"August 3, 2018"
9371,Gu du di wan dou,,Crime  Drama,120,tt7160054,,(2018),"April 9, 2018"
9372,Polar Lady Tied Up Beauty Wife Sono Six,,Drama,120,tt10986808,,(2018),"July 10, 2018"
9373,The Age of Imitation,,Drama  Romance,93,tt5926866,,(2018),"April 6, 2018"
9374,Loca Olivia,,Thriller,73,tt6779312,,(2018),"April 27, 2018"
9375,75 North,,Drama,,tt7567278,,(2018),"April 21, 2018"
9376,Zitta!,,Drama,83,tt13174960,,(2018),"November 25, 2018"
9377,Our Father,,Drama,,tt2551994,,(III) (2018),"June 1, 2018"
9378,Guns of the Apocalypse,3.9,Action  Adventure  Western,88,tt8924518,101,(2018),"September 26, 2018"
9379,The Gang,,Adventure  Sci-Fi,,tt8196456,,(2018),"April 3, 2018"
9380,Youngraad,6.8,Drama,116,tt8459304,7,(2018),"July 6, 2018"
9381,Vaddante Vasthave Prema,,Family,,tt18987158,,(2018),"June 26, 2018"
9382,The Prison of Silence,,Drama,80,tt10196778,,(2018),"November 21, 2018"
9383,Alta Banu,6.8,Drama,130,tt8188734,17,(2018),"April 20, 2018"
9384,Tears are Human,,Drama  Thriller,123,tt7069414,,,"June 8, 2018"
9385,Karunada Kanda Rajakumara,,Drama,,tt9461488,,(2018),"February 23, 2018"
