,titre_film,utilisateur_note,genres_liste,duree,id_film,nbre_utilisateur_note,date_sortie,date_ext
3455,Hot Mess,5.9,Comedy,90,tt6542050,112,(2018),"May 18, 2018"
3456,LOVE,7.6,Drama,60,tt8769282,13,(2018),"November 20, 2018"
3457,Headshots,4.2,Horror,89,tt7145276,17,(2018),"November 20, 2018"
3458,Shall We Do It Again,5.4,Comedy  Romance,112,tt8562738,138,(2018),"February 22, 2018"
3459,Osmi povjerenik,7.1,Comedy  Drama,139,tt7830960,919,(2018),"January 5, 2018"
3460,Wuff,5.0,Comedy  Drama  Romance,114,tt7275816,199,(2018),"October 25, 2018"
3461,Buurman & Buurman: Hebben een nieuw huis,6.9,Family,54,tt8007250,58,(2018),"April 26, 2018"
3462,The Perfect Kiss,2.0,Comedy,83,tt6428844,112,(I) (2018),"March 8, 2018"
3463,Gayatri,5.4,Drama  Family,125,tt7690466,795,(2018),"February 9, 2018"
3464,Sem par nechistykh,4.8,Action  Adventure  Drama,78,tt10505100,60,(2018),"February 9, 2018"
3465,The Last One,6.9,Action  Adventure  Fantasy,85,tt3118968,33,(II) (2018),"October 1, 2018"
3466,Anburguesas Vicente,8.0,Comedy,,tt5036132,11,(2018),"May 5, 2019"
3467,Let's Not Meet,3.7,Horror,114,tt7900528,2079,(2018),"October 1, 2018"
3468,Gulaebaghavali,5.1,Action  Comedy,129,tt7794040,567,(2018),"January 12, 2018"
3469,Land,6.5,Drama,111,tt3960820,151,(2018),"April 25, 2018"
3470,Veeramadevi,5.5,Action,,tt8208104,12,(2018),"November 19, 2018"
3471,Formentera Lady,5.6,Comedy  Drama,85,tt6563862,204,(2018),"June 29, 2018"
3472,The Martyr Maker,3.9,Thriller,90,tt5396646,146,(2018),"June 29, 2018"
3473,Adam & Eve,6.3,Drama,,tt7262968,9,(2018),"October 12, 2018"
3474,Another Plan from Outer Space,3.2,Drama  Sci-Fi  Thriller,98,tt6498220,164,(2018),"September 8, 2018"
3475,Chameli,,Drama,102,tt9258162,,(2018),"March 1, 2018"
3476,Dulhan Chahi Pakistan Se 2,7.7,Action  Drama  Romance,163,tt8267154,6,(2018),"March 1, 2018"
3477,My Name Is Myeisha,5.9,Drama,82,tt6910380,140,(2018),"March 1, 2018"
3478,The CBeebies Christmas Show: Thumbelina,8.0,Family  Musical,73,tt9165666,22,(2018),"December 15, 2018"
3479,Genius,5.7,Drama,98,tt8919194,105,(II) (2018),"December 15, 2018"
3480,Manasuku Nachindhi,5.4,Romance,148,tt7754486,129,(2018),"February 16, 2018"
3481,In viaggio con Adele,6.2,Comedy  Drama,83,tt6950446,168,(2018),"October 18, 2018"
3482,Katheyondu Shuruvagide,7.1,Comedy  Romance,133,tt7997932,535,(2018),"August 3, 2018"
3483,La disparition des lucioles,6.9,Drama,96,tt8449092,588,(2018),"June 15, 2019"
3484,The Further Adventures of Walt's Frozen Head,6.3,Comedy,80,tt4906764,47,(2018),"March 14, 2019"
3485,Un violent désir de bonheur,6.4,Drama,75,tt8334056,67,(2018),"December 26, 2018"
3486,Actress Wanted,7.3,Drama  Horror  Thriller,81,tt6329226,80,(2018),"December 26, 2018"
3487,Abomination,5.6,Crime  Mystery  Thriller,90,tt4667872,98,(I) (2018),"March 9, 2018"
3488,Body Keepers,2.6,Thriller,82,tt3769038,219,(2018),"December 20, 2018"
3489,Whats up lagna,6.3,Romance,148,tt8396112,79,(2018),"March 16, 2018"
3490,Something in the Dark,5.9,Sci-Fi  Thriller,93,tt4204450,16,(2018),"October 15, 2018"
3491,Challenge of Five Gauntlets,4.9,Action,84,tt7049448,113,(2018),"February 1, 2019"
3492,Busted Life,,Drama,,tt3357084,,(2018),"August 14, 2018"
3493,Les bonnes intentions,5.7,Comedy  Drama,103,tt9016296,352,(2018),"November 21, 2018"
3494,Paviyettante Madhurachooral,4.7,Drama,115,tt8665688,29,(2018),"December 6, 2018"
3495,French Kisses,6.1,Drama,116,tt7847352,86,(2018),"January 8, 2018"
3496,Bernadette,7.7,Comedy,,tt4921954,24,(2018),"October 4, 2018"
3497,Chance Has No Empathy,2.8,Thriller,97,tt8273158,19,(2018),"June 1, 2018"
3498,"Gone, with the Wind",,Comedy,92,tt8451354,,(2018),"January 26, 2018"
3499,Ren mian yu: Hong yi xiao nu hai waizhuan,5.2,Horror,114,tt9283056,489,(2018),"December 7, 2018"
3500,The Second Sun,7.4,Drama,90,tt6922748,24,(2018),"August 16, 2019"
3501,Kaatrin Mozhi,7.3,Comedy  Drama,148,tt8303588,701,(2018),"November 16, 2018"
3502,Moschettieri del re - La penultima missione,5.6,Adventure  Comedy,109,tt8418652,1098,(2018),"December 27, 2018"
3503,Poomaram,6.6,Drama,152,tt6277824,775,(2018),"March 15, 2018"
3504,Fatuma,7.3,Drama,79,tt8329296,17,(2018),"May 1, 2018"
3505,Half Empty/Half Full,6.7,Comedy  Drama  Romance,78,tt8140398,69,(2018),"October 13, 2020"
3506,Gavthi,7.5,Drama,152,tt8308556,40,(2018),"March 30, 2018"
3507,As Zvaigzde,3.5,Comedy,91,tt8365432,346,(2018),"February 2, 2018"
3508,Sunny: Tsuyoi Kimochi Tsuyoi Ai,6.7,Comedy  Drama  Musical,118,tt7493818,693,(2018),"August 31, 2018"
3509,Deadfall: Ground Zero,5.5,Action  Horror  Sci-Fi,,tt3608914,16,(2018),"July 20, 2018"
3510,Okuotoko,5.4,Drama  Mystery,116,tt7754284,264,(2018),"October 19, 2018"
3511,Reincarnation,4.1,Action  Horror  Sci-Fi,80,tt8597286,123,(2018),"October 19, 2018"
3512,Thanaha,6.3,Comedy  Drama  Thriller,122,tt8665708,52,(2018),"November 2, 2018"
3513,La belle et la belle,5.5,Comedy  Drama  Sci-Fi,95,tt6690176,418,(2018),"March 14, 2018"
3514,Die 1000 Glotzböbbel vom Dr. Mabuse,5.8,Comedy,89,tt9098914,108,(2018),"July 7, 2018"
3515,Beate,5.9,Comedy,95,tt6084880,95,(2018),"August 30, 2018"
3516,Amanda and the Fox,5.0,Comedy  Family,88,tt4949412,156,(2018),"March 10, 2018"
3517,Erik & Erika,6.5,Biography  Drama  History,89,tt7709664,167,(2018),"March 2, 2018"
3518,Il vizio della speranza,6.4,Drama,96,tt7247524,637,(2018),"November 22, 2018"
3519,Enchanted Princess,5.1,Animation  Adventure  Family,75,tt7412572,172,(2018),"January 1, 2018"
3520,Pari,4.0,Horror,150,tt7976502,173,(III) (2018),"February 2, 2018"
3521,Shobdo Kolpo Droom,4.7,Drama,90,tt8665816,11,(2018),"July 6, 2018"
3522,Amici come prima,4.5,Comedy,85,tt8515750,594,(2018),"December 19, 2018"
3523,Sasha Was Here,7.1,Drama,95,tt7294844,371,(2018),"November 22, 2019"
3524,Ti imas noc,6.4,Drama,82,tt8908514,82,(2018),"September 5, 2018"
3525,Who,4.5,Mystery  Sci-Fi,153,tt7282370,286,(I) (2018),"October 25, 2018"
3526,Ao-Natsu: Kimi ni Koi Shita 30-Nichi,5.9,Adventure  Comedy  Drama,113,tt8571578,106,(2018),"August 1, 2018"
3527,Inspector Notty K,4.6,Comedy  Romance,147,tt7852120,324,(2018),"January 19, 2018"
3528,Plain Fiction,,Thriller,85,tt6813554,,(2018),"October 13, 2018"
3529,Destination: Dewsbury,4.9,Comedy,86,tt5275128,1252,(2018),"March 1, 2019"
3530,Kardesler,5.8,Drama,103,tt8655740,144,(2018),"April 12, 2019"
3531,Together,7.4,Romance,84,tt6111634,71,(I) (2018),"February 2, 2018"
3532,This Teacher,6.1,Drama,92,tt8917930,107,(2018),"September 22, 2018"
3533,Bennett's Song,5.0,Comedy  Drama  Family,108,tt6841812,857,(2018),"February 25, 2018"
3534,The Escort,4.5,Drama  Romance,68,tt5893100,57,(2018),"March 23, 2018"
3535,Dejabyu,4.1,Drama  Horror  Mystery,87,tt7246052,129,(2018),"May 30, 2018"
3536,Mi pequeño gran hombre,4.3,Comedy  Romance,94,tt3680820,210,(2018),"November 8, 2018"
3537,Strings,6.4,Drama,103,tt6183180,82,(II) (2018),"April 25, 2018"
3538,Alem-i Cin,3.8,Horror,93,tt7717990,259,(2018),"February 23, 2018"
3539,Traffic Ramasamy,5.7,Biography  Drama,113,tt7981404,77,(2018),"June 22, 2018"
3540,El día de la unión,4.6,Drama,109,tt5737162,273,(2018),"June 22, 2018"
3541,27 Guns,7.3,Action  Adventure  Biography,,tt8509342,21,(2018),"September 8, 2018"
3542,Happiness Adjacent,5.5,Comedy  Drama  Romance,96,tt6902722,308,(2018),"January 5, 2018"
3543,Lemon Drop,7.1,Drama  Romance,99,tt2396557,83,(2018),"May 8, 2020"
3544,Randy's Canvas,6.4,Comedy  Drama  Romance,102,tt1352771,85,(2018),"September 18, 2018"
3545,Nini Thowok,7.3,Horror,75,tt10375952,60,(2018),"March 1, 2018"
3546,Fronteras,3.9,Drama,105,tt7308310,257,(2018),"March 5, 2020"
3547,Bengali Beauty,6.5,Comedy  Drama  Music,105,tt6926260,175,(2018),"February 16, 2018"
3548,Arrivano i prof,4.4,Comedy,100,tt7279014,639,(2018),"May 1, 2018"
3549,Peo-jeul,5.5,Thriller,90,tt10806200,20,(2018),"February 22, 2018"
3550,Wonderful Copenhagen,5.6,Crime  Drama,109,tt7753502,75,(2018),"August 16, 2018"
3551,On the Ropes,4.0,Action,87,tt8110966,185,(2018),"July 3, 2018"
3552,Odnajde cie,4.5,Crime,83,tt8612792,147,(2018),"August 3, 2018"
3553,Bordo Bereliler 2: Afrin,1.5,Action  Thriller  War,110,tt7949178,165,(2018),"March 23, 2018"
3554,Mandao of the Dead,4.7,Comedy  Horror  Sci-Fi,74,tt7529360,131,(2018),"March 23, 2018"
3555,Cómplices,4.8,Comedy  Romance,88,tt4138254,180,(2018),"February 23, 2018"
3556,Native Girl,,Drama,,tt15378040,,(2018),"November 10, 2018"
3557,The Margarita Man,4.2,Comedy  Drama  Romance,95,tt4897124,173,(2018),"April 5, 2018"
3558,O Banquete,6.0,Drama  Thriller,104,tt8660600,206,(2018),"September 6, 2018"
3559,Alimuom,7.9,Action  Drama  Sci-Fi,83,tt9010880,10,(2018),"September 12, 2018"
3560,The Browsing Effect,4.2,Comedy  Romance,100,tt7304212,145,(2018),"April 9, 2019"
3561,Irina,6.6,Drama,96,tt7814598,239,(I) (2018),"October 25, 2019"
3562,Tu mi nascondi qualcosa,5.0,Comedy,87,tt7325902,295,(2018),"April 25, 2018"
3563,Fallen,3.2,Mystery  Sci-Fi  Thriller,113,tt8433082,47,(IV) (2018),"December 28, 2018"
3564,Return of Black Monkey,,Drama,129,tt15577750,,(2018),"May 4, 2018"
3565,Mihkel,6.0,Biography  Crime  Drama,100,tt4157058,160,(2018),"October 19, 2018"
3566,The Rainbow Bridge Motel,4.1,Comedy  Romance,90,tt6492186,118,(2018),"April 13, 2018"
3567,Jaulas,5.9,Thriller,96,tt7943258,109,(2018),"October 23, 2018"
3568,Adem'in Eli,5.4,Drama,85,tt9731034,27,(2018),"October 5, 2018"
3569,Sleeping Beauty,,Comedy  Fantasy,,tt9691506,,(2018),"December 8, 2018"
3570,Signal Rock,7.3,Drama,130,tt8856040,64,(2018),"August 15, 2018"
3571,Podatek od milosci,5.7,Comedy  Romance,101,tt7205938,581,(2018),"January 26, 2018"
3572,141 A.D. Mission in Dacia,3.7,History  Mystery  Thriller,83,tt8318556,113,(2018),"July 22, 2018"
3573,Eureka Seven Hi-Evolution 2,7.7,Animation  Action  Sci-Fi,95,tt9266078,67,(2018),"November 10, 2018"
3574,A ti te quería encontrar,5.4,Comedy  Romance,98,tt6236142,396,(2018),"June 29, 2018"
3575,Les météorites,5.8,Drama  Romance,85,tt8948974,243,(2018),"May 8, 2019"
3576,Interference,3.4,Crime  Drama  Mystery,80,tt6648468,104,(I) (2018),"September 14, 2018"
3577,Necronomicón,4.9,Horror  Thriller,90,tt4491146,98,(2018),"March 1, 2018"
3578,Jimmy Jones,4.3,Action  Crime  Drama,74,tt2402578,104,(2018),"July 18, 2018"
3579,Kelo,,Drama,,tt9049546,,(2018),"May 26, 2018"
3580,"Coulda, Woulda, Shoulda",7.4,Comedy  Drama  Family,110,tt1319706,11,(2018),"May 26, 2018"
3581,Carbon,6.8,Adventure  Thriller,146,tt6650364,1314,(I) (2018),"January 19, 2018"
3582,Võta või jäta,7.4,Drama,102,tt6280368,814,(2018),"September 14, 2018"
3583,3:15 am,3.9,Horror,95,tt4161376,727,(2018),"October 31, 2018"
3584,The Lost Idea,8.6,Drama  Fantasy,90,tt5926914,56,(2018),"June 8, 2018"
3585,Good Cop Bad Cop,2.6,Action,108,tt8777368,22,(2018),"July 7, 2018"
3586,Huang Fei Hong: Nan bei ying xiong,5.2,Action,104,tt8787116,449,(2018),"May 18, 2018"
3587,Chop Shop,3.7,Horror,82,tt3339376,319,(2018),"September 21, 2019"
3588,Teambuilding,1.2,Comedy,83,tt8476266,15,(2018),"May 31, 2018"
3589,M,4.3,Mystery,90,tt8774708,222,(III) (2018),"September 6, 2018"
3590,Bao bei er,6.3,Drama,96,tt8846198,233,(2018),"October 19, 2018"
3591,Captain Hagen's Bed & Breakfast,4.4,Comedy,88,tt7407296,231,(2018),"February 8, 2019"
3592,Assassins of Brotherhood,5.7,Action  History,,tt12794176,22,(2018),"June 22, 2018"
3593,Edge of the World,6.7,Drama,83,tt7267616,22,(I) (2018),"May 5, 2018"
3594,Raambo2,6.2,Comedy,140,tt8365050,92,(2018),"May 11, 2018"
3595,Aakashee Pullover,5.7,Drama,88,tt8157646,9,(2018),"August 13, 2018"
3596,The Conversation,8.6,Action,,tt7159036,12,(VI) (2018),"May 25, 2018"
3597,Anthaku Minchi,5.1,Horror,,tt10326264,36,(2018),"August 24, 2018"
3598,Dressage,5.7,Drama  Thriller,88,tt8037650,391,(2018),"January 9, 2019"
3599,Woodstock or Bust,4.0,Drama,90,tt6535838,179,(2018),"August 13, 2019"
3600,American Mirror: Intimations of Immortality,8.0,Mystery,61,tt7980762,25,(2018),"October 21, 2018"
3601,Lo más sencillo es complicarlo todo,3.8,Comedy,93,tt5507934,717,(2018),"January 26, 2018"
3602,Kurmaiyan,5.6,Comedy  Drama  Family,132,tt8653470,34,(2018),"September 14, 2018"
3603,Nurses Do It Better,4.1,Comedy  Drama,58,tt6241888,36,(2018),"May 11, 2018"
3604,In Memory Of,5.5,Adventure  Horror  Sci-Fi,122,tt4457008,70,(I) (2018),"June 26, 2018"
3605,Clean Up,6.5,Drama,101,tt9024126,96,(2018),"December 19, 2019"
3606,Iqbal & den indiske juvel,5.9,Adventure  Family,73,tt8320394,68,(2018),"September 20, 2018"
3607,Bong ling,4.1,Horror,89,tt6267926,138,(2018),"March 13, 2018"
3608,Paris Window,5.6,Comedy  Thriller,85,tt6425474,52,(2018),"August 15, 2018"
3609,House of Pain,5.3,Thriller,73,tt9200668,82,(2018),"October 1, 2018"
3610,Splinters,5.7,Drama,94,tt7513016,40,(2018),"September 8, 2018"
3611,Exit Plan,,Action  Drama,80,tt3295786,,(II) (2018),"December 9, 2018"
3612,Pieniä suuria valheita,5.9,Comedy  Drama,94,tt8101390,170,(2018),"November 16, 2018"
3613,In Searching,5.5,Adventure  Drama  Western,90,tt3514532,33,(2018),"November 16, 2018"
3614,Lover,5.4,Horror  Romance  Thriller,80,tt5139926,695,(I) (2018),"December 14, 2018"
3615,Politseyskiy s Rublyovki. Novogodniy bespredel,5.8,Comedy,90,tt9472658,559,(2018),"December 20, 2018"
3616,Next Enti?,4.5,Comedy  Drama  Romance,122,tt6972212,211,(2018),"December 7, 2018"
3617,Tonno spiaggiato,4.6,Comedy,90,tt8354414,341,(2018),"May 10, 2018"
3618,Joh-eun-nal,6.6,Drama  History  Mystery,122,tt6931170,188,(2018),"October 30, 2019"
3619,Sosyetik Gelin,5.2,Comedy  Romance,105,tt8495692,206,(2018),"July 20, 2018"
3620,Arini,7.3,Drama,79,tt8077382,99,(2018),"April 5, 2018"
3621,Killing Joan,2.7,Action  Crime  Drama,98,tt4454834,258,(2018),"April 3, 2018"
3622,Zuo ri qing kong,6.5,Animation  Romance,82,tt8161726,236,(2018),"October 26, 2018"
3623,At Your Own Risk,5.6,Adventure  Thriller,72,tt4967924,109,(2018),"October 26, 2018"
3624,Girls und Panzer Compilation Movie,8.1,Animation  Action  Comedy,122,tt12280576,30,(2018),"September 29, 2018"
3625,Le collier rouge,6.0,Drama  Mystery  War,83,tt7106814,493,(2018),"March 21, 2018"
3626,DOTGA: Da One That Ghost Away,5.3,Comedy  Horror,103,tt8299306,79,(2018),"April 27, 2018"
3627,Kapalak Kizi,2.7,Horror,94,tt7966586,553,(2018),"July 13, 2018"
3628,Saint Nicholas,5.5,Crime  Drama  Thriller,70,tt4473488,65,(2018),"March 13, 2018"
3629,A Bread Factory: Part Two,6.7,Comedy  Drama,115,tt6887540,321,(2018),"October 26, 2018"
3630,Sevgili Komsum,4.9,Comedy  Drama,90,tt8822370,81,(2018),"October 19, 2018"
3631,Keely and Du,7.1,Drama  Thriller,80,tt7065700,35,(2018),"September 21, 2018"
3632,#Victoria,4.3,Action  Drama  Thriller,119,tt3743246,13,(2018),"January 2, 2018"
3633,Quezon's Game,6.8,Drama  History,127,tt9611484,197,(2018),"January 24, 2020"
3634,Blue,6.0,Comedy  Drama,90,tt6645236,502,(I) (2018),"January 24, 2020"
3635,Le poulain,5.6,Comedy  Drama,97,tt7241074,511,(2018),"September 19, 2018"
3636,Silverfish,,Drama,97,tt3824496,,(2018),"September 19, 2018"
3637,Cirque du Soleil: KURIOS - Cabinet of Curiosities,7.7,Fantasy  Sport,105,tt10160782,36,(2018),"November 13, 2018"
3638,Hostel Days,6.6,Drama  Musical,148,tt7639236,19,(2018),"January 12, 2018"
3639,Mind of Its Own,7.3,Comedy  Fantasy,96,tt1523399,44,(2018),"August 2, 2020"
3640,Street Dreams: Los Angeles,3.4,Action  Drama,105,tt7146372,72,(2018),"October 7, 2018"
3641,Gyeo-wul-ba-me,5.9,,98,tt9316658,172,(2018),"December 10, 2020"
3642,Blood-Club Dolls 1,3.7,,85,tt8024758,8,(2018),"October 13, 2018"
3643,Aarudhra,5.7,Drama,126,tt8333792,70,(2018),"August 31, 2018"
3644,Aragne: Sign of Vermillion,5.1,Animation,75,tt8685672,62,(2018),"September 8, 2018"
3645,Welcome to Nowhere,6.9,Comedy,88,tt5576992,34,(2018),"July 17, 2018"
3646,Now It's Dark,6.4,Drama  Mystery,125,tt5969642,193,(2018),"March 2, 2018"
3647,Der Läufer,5.9,Crime  Drama,92,tt6129904,277,(2018),"June 24, 2020"
3648,Nakalimutan ko nang kalimutan ka,7.0,Comedy,99,tt8723904,55,(2018),"September 19, 2018"
3649,The Deliverance of Amy Stronghold,7.6,Drama,97,tt9735830,54,(2018),"September 19, 2018"
3650,Hürkus: Göklerdeki Kahraman,5.4,Biography  History  War,113,tt7550952,1105,(2018),"May 25, 2018"
3651,Serdtse mira,6.7,Drama,124,tt8845840,591,(2018),"September 27, 2018"
3652,Ottakkoru Kaamukan,6.4,Romance  Thriller,146,tt9244322,56,(2018),"November 23, 2018"
3653,Haven,5.1,Thriller,69,tt7307488,28,(II) (2018),"August 9, 2018"
3654,Dirt Road to Lafayette,6.5,Drama,100,tt5316682,75,(2018),"June 24, 2018"
3655,Holly Day,6.1,Drama,77,tt7841664,70,(2018),"December 22, 2018"
3656,23:59: The Haunting Hour,4.3,Horror,89,tt8657692,69,(2018),"August 9, 2018"
3657,Choices,6.9,Drama,,tt6527982,12,(I) (2018),"April 20, 2018"
3658,Para sa broken hearted,6.7,Drama,92,tt9074344,104,(2018),"October 3, 2018"
3659,The Terrible Two,2.3,Horror  Thriller,84,tt5278886,375,(2018),"March 6, 2018"
3660,Appe Teacher,8.1,Drama,175,tt8431140,22,(2018),"March 23, 2018"
3661,Tian ma: Jing shi lu,,Comedy  Drama,119,tt8517648,,(2018),"June 21, 2018"
3662,Run for the High Country,3.9,Western,84,tt6821206,125,(2018),"October 26, 2018"
3663,Jesus I Was Evil,5.0,Horror,83,tt8204892,29,(2018),"October 31, 2018"
3664,Delhi Bus,,Thriller,,tt10846072,,(2018),"December 15, 2018"
3665,Dark Patch,5.5,Action  Fantasy  Horror,100,tt6304994,75,(2018),"March 29, 2018"
3666,The Next Kill,6.2,Action,81,tt7171224,63,(2018),"May 25, 2018"
3667,Pocketman and Cargoboy,2.3,Adventure  Comedy  Sci-Fi,87,tt7625712,138,(2018),"October 12, 2018"
3668,Meet Your Tooth Fairy,,Animation  Fantasy,,tt10387748,,(2018),"May 1, 2018"
3669,Cobain,6.3,Drama,94,tt5258726,309,(2018),"April 5, 2018"
3670,Bhonga,9.2,Drama,,tt9841876,94,(2018),"November 30, 2018"
3671,Hattrick,5.9,Drama  Thriller,93,tt8116612,747,(2018),"February 13, 2019"
3672,Hjärtat,5.7,Drama,100,tt6164698,389,(2018),"February 14, 2018"
3673,Gunshot,6.8,Crime  Drama  Mystery,97,tt8098636,638,(2018),"October 3, 2018"
3674,Imperfections,5.5,Comedy  Crime  Mystery,109,tt4584718,270,(2018),"July 28, 2018"
3675,Kabir,5.8,Action  Thriller,110,tt8060604,785,(2018),"April 13, 2018"
3676,Poon,,Horror,115,tt12099316,,(2018),"April 13, 2018"
3677,Delicious Room Salon Service,6.2,Romance,67,tt12945312,5,(2018),"August 9, 2018"
3678,Requiem for a Fighter,5.4,Drama,87,tt6672082,3625,(2018),"November 19, 2018"
3679,Narco Valley,5.4,Action  Crime  Drama,78,tt5922358,146,(2018),"March 13, 2018"
3680,Guo Zhao Guan,7.3,Drama  Family,93,tt9496220,166,(2018),"October 17, 2018"
3681,Vitello,7.3,Animation  Adventure  Comedy,72,tt6055538,48,(2018),"February 1, 2018"
3682,Thinking of Him,8.4,Drama,,tt6113666,33,(2018),"August 30, 2018"
3683,Iblis,6.4,Comedy  Fantasy  Romance,120,tt7601594,402,(I) (2018),"August 3, 2018"
3684,Eleven Days,7.5,Adventure  Drama  Family,93,tt5974592,82,(2018),"January 26, 2018"
3685,Zoo,5.6,Drama,100,tt6149820,104,(II) (2018),"July 1, 2018"
3686,Poor Jane,6.2,Drama,90,tt5816160,14,(2018),"March 3, 2018"
3687,"Chelovek, kotoryy udivil vsekh",6.6,Drama,105,tt8900172,891,(2018),"October 25, 2018"
3688,Love & Drugs,7.4,Drama,98,tt7816974,32,(2018),"September 1, 2018"
3689,A Shelter Among the Clouds,6.6,Drama  Romance,85,tt7522778,133,(2018),"September 1, 2018"
3690,Moonshine and Valentine,7.5,Drama,,tt11359206,27,(2018),"May 9, 2018"
3691,Make Love Great Again,6.9,Romance,97,tt5928320,34,(2018),"May 9, 2018"
3692,I Wrote This for You,5.6,Comedy  Drama  Fantasy,94,tt7579962,93,(2018),"April 13, 2020"
3693,Atcham Thavir,8.3,Comedy  Thriller,,tt11209784,19,(2018),"July 5, 2018"
3694,Narzeczony na niby,5.1,Comedy  Romance,110,tt7201558,355,(2018),"January 12, 2018"
3695,The Return of the Panther,,Action,,tt7979374,,(2018),"January 12, 2018"
3696,Tailor My Heart,,Drama  Romance,124,tt15768458,,(2018),"December 19, 2018"
3697,Roxana,8.1,Animation  Crime  Drama,90,tt7546996,20,(I) (2018),"May 15, 2018"
3698,To Love Some Buddy,7.7,Drama  Romance,102,tt8723270,60,(2018),"November 9, 2018"
3699,La monnaie de leur pièce,4.1,Comedy,90,tt6286662,152,(2018),"January 10, 2018"
3700,Madurai Veeran,6.2,Action  Drama,121,tt7852910,327,(2018),"January 10, 2018"
3701,Za ona dobra stara vremena,7.5,Comedy  Drama,105,tt6394430,4276,(2018),"July 18, 2018"
3702,Try,6.1,Drama,90,tt9241688,45,(II) (2018),"November 10, 2018"
3703,Valley of the Lanterns,4.8,Animation,97,tt7670504,130,(2018),"July 16, 2018"
3704,Padi Padi Leche Manasu,6.4,Drama  Romance,158,tt8093952,1493,(2018),"December 20, 2018"
3705,Kalari,5.2,Action  Thriller,,tt7256924,49,(2018),"August 24, 2018"
3706,Suomen hauskin mies,6.7,Drama  History  War,103,tt7220696,956,(2018),"March 16, 2018"
3707,Beloved Beast,3.6,Horror,173,tt6619250,192,(2018),"March 16, 2018"
3708,Odh: Maitritil Avyakt Bhavana,,Family,,tt8420572,,(2018),"January 19, 2018"
3709,Schoolhouse,2.9,Horror  Thriller,90,tt7600294,175,(2018),"October 9, 2018"
3710,Kolamba Sanniya Returns,6.3,Comedy,101,tt7702382,38,(2018),"September 21, 2018"
3711,Gôsuto sukuwaddo,5.5,Action  Horror,106,tt7547158,1357,(2018),"March 3, 2018"
3712,Dve nevesty a jedna svatba,4.8,Comedy  Romance,,tt7581116,108,(2018),"April 26, 2018"
3713,Maki,6.8,Drama,89,tt5367592,51,(2018),"November 17, 2018"
3714,Duboki rezovi,6.7,Drama,75,tt8781538,110,(2018),"July 15, 2018"
3715,Gekijôban Kamen Raidâ Birudo: Bî za wan,6.3,Action  Fantasy  Sci-Fi,66,tt8591008,116,(2018),"August 4, 2018"
